"Column1","Pickup point","Status","Request Hour","Request Day","Request Timeslot"
"2993","City","Cancelled","9","Tuesday","Morning"
"2916","City","Cancelled","9","Tuesday","Morning"
"3739","City","Cancelled","9","Tuesday","Morning"
"377","City","Trip Completed","9","Tuesday","Morning"
"3756","City","Cancelled","9","Tuesday","Morning"
"3627","City","Cancelled","9","Tuesday","Morning"
"2841","Airport","Cancelled","9","Tuesday","Morning"
"267","Airport","Trip Completed","9","Tuesday","Morning"
"1897","Airport","Trip Completed","9","Tuesday","Morning"
"352","Airport","Trip Completed","9","Tuesday","Morning"
"3025","City","Cancelled","9","Tuesday","Morning"
"3026","City","Cancelled","9","Tuesday","Morning"
"2278","City","Trip Completed","9","Tuesday","Morning"
"1458","City","Trip Completed","9","Tuesday","Morning"
"3895","Airport","Cancelled","9","Tuesday","Morning"
"3361","City","Cancelled","9","Tuesday","Morning"
"1671","Airport","Trip Completed","9","Tuesday","Morning"
"3349","Airport","Cancelled","9","Tuesday","Morning"
"3368","City","Cancelled","9","Tuesday","Morning"
"3425","City","Cancelled","9","Tuesday","Morning"
"3401","City","Cancelled","9","Tuesday","Morning"
"3402","City","Cancelled","9","Tuesday","Morning"
"3880","City","Cancelled","9","Tuesday","Morning"
"3409","City","Cancelled","9","Tuesday","Morning"
"1289","Airport","Trip Completed","9","Tuesday","Morning"
"3552","City","Cancelled","9","Tuesday","Morning"
"2319","Airport","Trip Completed","9","Tuesday","Morning"
"1330","Airport","Trip Completed","9","Tuesday","Morning"
"3418","City","Cancelled","9","Tuesday","Morning"
"2155","City","Trip Completed","9","Tuesday","Morning"
"3567","City","Cancelled","9","Tuesday","Morning"
"1399","Airport","Trip Completed","9","Tuesday","Morning"
"3870","City","Cancelled","9","Tuesday","Morning"
"1224","Airport","Trip Completed","9","Tuesday","Morning"
"1714","Airport","Trip Completed","9","Tuesday","Morning"
"1118","Airport","Trip Completed","9","Tuesday","Morning"
"1097","City","Trip Completed","9","Tuesday","Morning"
"3857","City","Cancelled","9","Tuesday","Morning"
"998","City","Trip Completed","9","Tuesday","Morning"
"3495","City","Cancelled","9","Tuesday","Morning"
"1559","City","Trip Completed","9","Tuesday","Morning"
"3504","City","Cancelled","9","Tuesday","Morning"
"3279","City","Cancelled","9","Tuesday","Morning"
"2108","Airport","Trip Completed","9","Tuesday","Morning"
"1770","Airport","Trip Completed","9","Tuesday","Morning"
"3930","City","Cancelled","9","Tuesday","Morning"
"1627","Airport","Trip Completed","9","Tuesday","Morning"
"3851","City","Cancelled","9","Tuesday","Morning"
"984","City","Trip Completed","9","Tuesday","Morning"
"311","Airport","Trip Completed","10","Tuesday","Morning"
"3033","City","Cancelled","10","Tuesday","Morning"
"1376","Airport","Trip Completed","10","Tuesday","Morning"
"3426","City","Cancelled","10","Tuesday","Morning"
"2016","City","Trip Completed","10","Tuesday","Morning"
"2862","City","Cancelled","10","Tuesday","Morning"
"1959","Airport","Trip Completed","10","Tuesday","Morning"
"2895","City","Cancelled","10","Tuesday","Morning"
"3535","City","Cancelled","10","Tuesday","Morning"
"1524","City","Trip Completed","10","Tuesday","Morning"
"4016","City","Cancelled","10","Tuesday","Morning"
"2890","Airport","Cancelled","10","Tuesday","Morning"
"4006","City","Cancelled","10","Tuesday","Morning"
"3650","City","Cancelled","10","Tuesday","Morning"
"3458","City","Cancelled","10","Tuesday","Morning"
"3919","City","Cancelled","10","Tuesday","Morning"
"2930","City","Cancelled","10","Tuesday","Morning"
"3015","City","Cancelled","10","Tuesday","Morning"
"2225","Airport","Trip Completed","10","Tuesday","Morning"
"204","City","Trip Completed","10","Tuesday","Morning"
"193","City","Trip Completed","10","Tuesday","Morning"
"4057","City","Cancelled","10","Tuesday","Morning"
"2310","Airport","Trip Completed","10","Tuesday","Morning"
"1145","City","Trip Completed","10","Tuesday","Morning"
"2405","City","Trip Completed","10","Tuesday","Morning"
"1831","Airport","Trip Completed","10","Tuesday","Morning"
"2576","City","Trip Completed","10","Tuesday","Morning"
"4729","City","No Cars Available","10","Tuesday","Morning"
"4728","Airport","No Cars Available","10","Tuesday","Morning"
"4727","Airport","No Cars Available","10","Tuesday","Morning"
"4726","City","No Cars Available","10","Tuesday","Morning"
"4725","City","No Cars Available","10","Tuesday","Morning"
"4724","City","No Cars Available","10","Tuesday","Morning"
"4730","City","No Cars Available","10","Tuesday","Morning"
"1759","City","Trip Completed","10","Tuesday","Morning"
"2097","City","Trip Completed","10","Tuesday","Morning"
"4731","Airport","No Cars Available","10","Tuesday","Morning"
"4732","Airport","No Cars Available","10","Tuesday","Morning"
"4733","City","No Cars Available","10","Tuesday","Morning"
"495","Airport","Trip Completed","10","Tuesday","Morning"
"2774","City","Trip Completed","10","Tuesday","Morning"
"1312","Airport","Trip Completed","10","Tuesday","Morning"
"1262","City","Trip Completed","10","Tuesday","Morning"
"2144","City","Trip Completed","10","Tuesday","Morning"
"540","Airport","Trip Completed","10","Tuesday","Morning"
"757","City","Trip Completed","10","Tuesday","Morning"
"615","Airport","Trip Completed","10","Tuesday","Morning"
"3158","City","Cancelled","10","Tuesday","Morning"
"654","City","Trip Completed","10","Tuesday","Morning"
"3245","Airport","Cancelled","11","Tuesday","Morning"
"3288","City","Cancelled","11","Tuesday","Morning"
"3414","Airport","Cancelled","11","Tuesday","Morning"
"3257","City","Cancelled","11","Tuesday","Morning"
"4735","City","No Cars Available","11","Tuesday","Morning"
"4734","Airport","No Cars Available","11","Tuesday","Morning"
"3871","City","Cancelled","11","Tuesday","Morning"
"4736","City","No Cars Available","11","Tuesday","Morning"
"4737","City","No Cars Available","11","Tuesday","Morning"
"4738","City","No Cars Available","11","Tuesday","Morning"
"4739","Airport","No Cars Available","11","Tuesday","Morning"
"4740","City","No Cars Available","11","Tuesday","Morning"
"4741","City","No Cars Available","11","Tuesday","Morning"
"1475","Airport","Trip Completed","11","Tuesday","Morning"
"2701","City","Trip Completed","11","Tuesday","Morning"
"2184","Airport","Trip Completed","11","Tuesday","Morning"
"1109","City","Trip Completed","11","Tuesday","Morning"
"168","Airport","Trip Completed","11","Tuesday","Morning"
"1049","Airport","Trip Completed","11","Tuesday","Morning"
"1533","City","Trip Completed","11","Tuesday","Morning"
"1061","City","Trip Completed","11","Tuesday","Morning"
"1512","City","Trip Completed","11","Tuesday","Morning"
"1648","Airport","Trip Completed","11","Tuesday","Morning"
"2430","City","Trip Completed","11","Tuesday","Morning"
"2456","Airport","Trip Completed","11","Tuesday","Morning"
"2598","City","Trip Completed","11","Tuesday","Morning"
"397","Airport","Trip Completed","11","Tuesday","Morning"
"2517","City","Trip Completed","11","Tuesday","Morning"
"327","City","Trip Completed","11","Tuesday","Morning"
"2550","City","Trip Completed","11","Tuesday","Morning"
"508","Airport","Trip Completed","11","Tuesday","Morning"
"2285","City","Trip Completed","11","Tuesday","Morning"
"2302","City","Trip Completed","11","Tuesday","Morning"
"1257","Airport","Trip Completed","11","Tuesday","Morning"
"1245","Airport","Trip Completed","11","Tuesday","Morning"
"681","City","Trip Completed","11","Tuesday","Morning"
"793","City","Trip Completed","11","Tuesday","Morning"
"1920","City","Trip Completed","11","Tuesday","Morning"
"1715","Airport","Trip Completed","11","Tuesday","Morning"
"1813","Airport","Trip Completed","11","Tuesday","Morning"
"20","Airport","Trip Completed","11","Tuesday","Morning"
"829","City","Trip Completed","11","Tuesday","Morning"
"2880","City","Cancelled","8","Wednesday","Morning"
"2019","City","Trip Completed","8","Wednesday","Morning"
"3314","City","Cancelled","8","Wednesday","Morning"
"2964","City","Cancelled","8","Wednesday","Morning"
"2942","City","Cancelled","8","Wednesday","Morning"
"2914","City","Cancelled","8","Wednesday","Morning"
"2921","City","Cancelled","8","Wednesday","Morning"
"2931","City","Cancelled","8","Wednesday","Morning"
"3373","City","Cancelled","8","Wednesday","Morning"
"3149","City","Cancelled","8","Wednesday","Morning"
"3235","City","Cancelled","8","Wednesday","Morning"
"2280","City","Trip Completed","8","Wednesday","Morning"
"2121","Airport","Trip Completed","8","Wednesday","Morning"
"3430","City","Cancelled","8","Wednesday","Morning"
"3591","City","Cancelled","8","Wednesday","Morning"
"2320","Airport","Trip Completed","8","Wednesday","Morning"
"2648","Airport","Trip Completed","8","Wednesday","Morning"
"3281","City","Cancelled","8","Wednesday","Morning"
"3553","City","Cancelled","8","Wednesday","Morning"
"3251","City","Cancelled","8","Wednesday","Morning"
"3612","City","Cancelled","8","Wednesday","Morning"
"3548","City","Cancelled","8","Wednesday","Morning"
"3616","City","Cancelled","8","Wednesday","Morning"
"1029","City","Trip Completed","8","Wednesday","Morning"
"1146","City","Trip Completed","8","Wednesday","Morning"
"846","City","Trip Completed","8","Wednesday","Morning"
"907","Airport","Trip Completed","8","Wednesday","Morning"
"5209","City","No Cars Available","8","Wednesday","Morning"
"4013","City","Cancelled","8","Wednesday","Morning"
"1574","City","Trip Completed","8","Wednesday","Morning"
"3969","City","Cancelled","8","Wednesday","Morning"
"1596","Airport","Trip Completed","8","Wednesday","Morning"
"1620","Airport","Trip Completed","8","Wednesday","Morning"
"1313","Airport","Trip Completed","8","Wednesday","Morning"
"1401","Airport","Trip Completed","8","Wednesday","Morning"
"4087","City","Cancelled","8","Wednesday","Morning"
"4073","City","Cancelled","8","Wednesday","Morning"
"5210","City","No Cars Available","8","Wednesday","Morning"
"5211","City","No Cars Available","8","Wednesday","Morning"
"5212","City","No Cars Available","8","Wednesday","Morning"
"118","City","Trip Completed","8","Wednesday","Morning"
"206","City","Trip Completed","8","Wednesday","Morning"
"260","City","Trip Completed","8","Wednesday","Morning"
"301","City","Trip Completed","8","Wednesday","Morning"
"328","City","Trip Completed","8","Wednesday","Morning"
"378","City","Trip Completed","8","Wednesday","Morning"
"4","City","Trip Completed","8","Wednesday","Morning"
"13","City","Trip Completed","8","Wednesday","Morning"
"23","Airport","Trip Completed","8","Wednesday","Morning"
"78","Airport","Trip Completed","8","Wednesday","Morning"
"637","Airport","Trip Completed","8","Wednesday","Morning"
"5227","City","No Cars Available","8","Wednesday","Morning"
"5226","City","No Cars Available","8","Wednesday","Morning"
"5225","City","No Cars Available","8","Wednesday","Morning"
"5224","City","No Cars Available","8","Wednesday","Morning"
"5223","City","No Cars Available","8","Wednesday","Morning"
"5222","City","No Cars Available","8","Wednesday","Morning"
"5221","City","No Cars Available","8","Wednesday","Morning"
"5220","City","No Cars Available","8","Wednesday","Morning"
"5219","City","No Cars Available","8","Wednesday","Morning"
"5218","City","No Cars Available","8","Wednesday","Morning"
"5217","City","No Cars Available","8","Wednesday","Morning"
"5216","City","No Cars Available","8","Wednesday","Morning"
"5215","City","No Cars Available","8","Wednesday","Morning"
"5214","City","No Cars Available","8","Wednesday","Morning"
"5213","City","No Cars Available","8","Wednesday","Morning"
"463","City","Trip Completed","8","Wednesday","Morning"
"1658","Airport","Trip Completed","8","Wednesday","Morning"
"3730","City","Cancelled","8","Wednesday","Morning"
"3825","City","Cancelled","8","Wednesday","Morning"
"1738","Airport","Trip Completed","8","Wednesday","Morning"
"3811","City","Cancelled","8","Wednesday","Morning"
"1846","Airport","Trip Completed","8","Wednesday","Morning"
"3715","City","Cancelled","8","Wednesday","Morning"
"1805","Airport","Trip Completed","8","Wednesday","Morning"
"3742","City","Cancelled","8","Wednesday","Morning"
"3858","City","Cancelled","8","Wednesday","Morning"
"3839","City","Cancelled","8","Wednesday","Morning"
"3685","City","Cancelled","8","Wednesday","Morning"
"1688","Airport","Trip Completed","8","Wednesday","Morning"
"1748","City","Trip Completed","8","Wednesday","Morning"
"3916","City","Cancelled","8","Wednesday","Morning"
"5236","City","No Cars Available","9","Wednesday","Morning"
"5237","City","No Cars Available","9","Wednesday","Morning"
"5230","City","No Cars Available","9","Wednesday","Morning"
"5232","City","No Cars Available","9","Wednesday","Morning"
"5231","City","No Cars Available","9","Wednesday","Morning"
"5234","City","No Cars Available","9","Wednesday","Morning"
"3176","City","Cancelled","9","Wednesday","Morning"
"5235","City","No Cars Available","9","Wednesday","Morning"
"5233","City","No Cars Available","9","Wednesday","Morning"
"3175","City","Cancelled","9","Wednesday","Morning"
"3789","City","Cancelled","9","Wednesday","Morning"
"434","Airport","Trip Completed","9","Wednesday","Morning"
"3776","City","Cancelled","9","Wednesday","Morning"
"3164","City","Cancelled","9","Wednesday","Morning"
"541","City","Trip Completed","9","Wednesday","Morning"
"607","Airport","Trip Completed","9","Wednesday","Morning"
"3138","City","Cancelled","9","Wednesday","Morning"
"3617","City","Cancelled","9","Wednesday","Morning"
"5229","City","No Cars Available","9","Wednesday","Morning"
"2601","City","Trip Completed","9","Wednesday","Morning"
"5228","City","No Cars Available","9","Wednesday","Morning"
"900","City","Trip Completed","9","Wednesday","Morning"
"914","City","Trip Completed","9","Wednesday","Morning"
"949","Airport","Trip Completed","9","Wednesday","Morning"
"3815","City","Cancelled","9","Wednesday","Morning"
"3819","City","Cancelled","9","Wednesday","Morning"
"3216","City","Cancelled","9","Wednesday","Morning"
"3767","City","Cancelled","9","Wednesday","Morning"
"2903","City","Cancelled","9","Wednesday","Morning"
"2896","City","Cancelled","9","Wednesday","Morning"
"3662","City","Cancelled","9","Wednesday","Morning"
"1930","Airport","Trip Completed","9","Wednesday","Morning"
"134","City","Trip Completed","9","Wednesday","Morning"
"2856","City","Cancelled","9","Wednesday","Morning"
"3733","City","Cancelled","9","Wednesday","Morning"
"88","City","Trip Completed","9","Wednesday","Morning"
"2985","City","Cancelled","9","Wednesday","Morning"
"2922","City","Cancelled","9","Wednesday","Morning"
"2934","City","Cancelled","9","Wednesday","Morning"
"3107","City","Cancelled","9","Wednesday","Morning"
"3751","City","Cancelled","9","Wednesday","Morning"
"3095","City","Cancelled","9","Wednesday","Morning"
"281","Airport","Trip Completed","9","Wednesday","Morning"
"3039","City","Cancelled","9","Wednesday","Morning"
"2784","Airport","Trip Completed","9","Wednesday","Morning"
"961","Airport","Trip Completed","9","Wednesday","Morning"
"4062","City","Cancelled","9","Wednesday","Morning"
"3343","City","Cancelled","9","Wednesday","Morning"
"1514","Airport","Trip Completed","9","Wednesday","Morning"
"3421","Airport","Cancelled","9","Wednesday","Morning"
"4039","City","Cancelled","9","Wednesday","Morning"
"1493","Airport","Trip Completed","9","Wednesday","Morning"
"4077","City","Cancelled","9","Wednesday","Morning"
"3876","City","Cancelled","9","Wednesday","Morning"
"3877","City","Cancelled","9","Wednesday","Morning"
"3404","Airport","Cancelled","9","Wednesday","Morning"
"3882","Airport","Cancelled","9","Wednesday","Morning"
"1370","Airport","Trip Completed","9","Wednesday","Morning"
"2313","Airport","Trip Completed","9","Wednesday","Morning"
"3342","City","Cancelled","9","Wednesday","Morning"
"3875","City","Cancelled","9","Wednesday","Morning"
"1386","Airport","Trip Completed","9","Wednesday","Morning"
"1407","City","Trip Completed","9","Wednesday","Morning"
"3385","City","Cancelled","9","Wednesday","Morning"
"1387","City","Trip Completed","9","Wednesday","Morning"
"3961","City","Cancelled","9","Wednesday","Morning"
"3572","City","Cancelled","9","Wednesday","Morning"
"2446","City","Trip Completed","9","Wednesday","Morning"
"3911","City","Cancelled","9","Wednesday","Morning"
"2228","City","Trip Completed","9","Wednesday","Morning"
"3970","City","Cancelled","9","Wednesday","Morning"
"3508","City","Cancelled","9","Wednesday","Morning"
"986","Airport","Trip Completed","9","Wednesday","Morning"
"1120","Airport","Trip Completed","9","Wednesday","Morning"
"1534","Airport","Trip Completed","9","Wednesday","Morning"
"3531","City","Cancelled","9","Wednesday","Morning"
"3337","City","Cancelled","9","Wednesday","Morning"
"145","Airport","Trip Completed","10","Wednesday","Morning"
"71","Airport","Trip Completed","10","Wednesday","Morning"
"4028","City","Cancelled","10","Wednesday","Morning"
"94","City","Trip Completed","10","Wednesday","Morning"
"4018","City","Cancelled","10","Wednesday","Morning"
"4017","City","Cancelled","10","Wednesday","Morning"
"1651","City","Trip Completed","10","Wednesday","Morning"
"2848","City","Cancelled","10","Wednesday","Morning"
"3338","City","Cancelled","10","Wednesday","Morning"
"700","City","Trip Completed","10","Wednesday","Morning"
"725","Airport","Trip Completed","10","Wednesday","Morning"
"1111","Airport","Trip Completed","10","Wednesday","Morning"
"758","Airport","Trip Completed","10","Wednesday","Morning"
"5238","City","No Cars Available","10","Wednesday","Morning"
"2414","City","Trip Completed","10","Wednesday","Morning"
"3214","City","Cancelled","10","Wednesday","Morning"
"2577","Airport","Trip Completed","10","Wednesday","Morning"
"2466","Airport","Trip Completed","10","Wednesday","Morning"
"2472","Airport","Trip Completed","10","Wednesday","Morning"
"2447","Airport","Trip Completed","10","Wednesday","Morning"
"1062","Airport","Trip Completed","10","Wednesday","Morning"
"1050","City","Trip Completed","10","Wednesday","Morning"
"1019","City","Trip Completed","10","Wednesday","Morning"
"901","Airport","Trip Completed","10","Wednesday","Morning"
"5239","City","No Cars Available","10","Wednesday","Morning"
"5240","City","No Cars Available","10","Wednesday","Morning"
"3345","Airport","Cancelled","10","Wednesday","Morning"
"5242","City","No Cars Available","10","Wednesday","Morning"
"3096","City","Cancelled","10","Wednesday","Morning"
"1717","Airport","Trip Completed","10","Wednesday","Morning"
"5241","City","No Cars Available","10","Wednesday","Morning"
"2360","Airport","Trip Completed","10","Wednesday","Morning"
"3395","City","Cancelled","10","Wednesday","Morning"
"527","Airport","Trip Completed","10","Wednesday","Morning"
"1212","Airport","Trip Completed","10","Wednesday","Morning"
"3758","City","Cancelled","10","Wednesday","Morning"
"3632","City","Cancelled","10","Wednesday","Morning"
"2776","City","Trip Completed","10","Wednesday","Morning"
"2146","Airport","Trip Completed","10","Wednesday","Morning"
"1235","Airport","Trip Completed","10","Wednesday","Morning"
"2745","Airport","Trip Completed","10","Wednesday","Morning"
"3086","Airport","Cancelled","10","Wednesday","Morning"
"5244","City","No Cars Available","10","Wednesday","Morning"
"5247","City","No Cars Available","10","Wednesday","Morning"
"5248","City","No Cars Available","10","Wednesday","Morning"
"5249","Airport","No Cars Available","10","Wednesday","Morning"
"5253","Airport","No Cars Available","10","Wednesday","Morning"
"5250","City","No Cars Available","10","Wednesday","Morning"
"2393","City","Trip Completed","10","Wednesday","Morning"
"5251","City","No Cars Available","10","Wednesday","Morning"
"5246","City","No Cars Available","10","Wednesday","Morning"
"5245","City","No Cars Available","10","Wednesday","Morning"
"5252","Airport","No Cars Available","10","Wednesday","Morning"
"5243","City","No Cars Available","10","Wednesday","Morning"
"3159","City","Cancelled","10","Wednesday","Morning"
"2669","City","Trip Completed","10","Wednesday","Morning"
"3087","City","Cancelled","11","Wednesday","Morning"
"3258","Airport","Cancelled","11","Wednesday","Morning"
"5257","City","No Cars Available","11","Wednesday","Morning"
"3820","City","Cancelled","11","Wednesday","Morning"
"5254","City","No Cars Available","11","Wednesday","Morning"
"5255","City","No Cars Available","11","Wednesday","Morning"
"5256","City","No Cars Available","11","Wednesday","Morning"
"3102","City","Cancelled","11","Wednesday","Morning"
"1030","City","Trip Completed","11","Wednesday","Morning"
"2204","City","Trip Completed","11","Wednesday","Morning"
"2229","Airport","Trip Completed","11","Wednesday","Morning"
"1101","City","Trip Completed","11","Wednesday","Morning"
"1528","Airport","Trip Completed","11","Wednesday","Morning"
"317","Airport","Trip Completed","11","Wednesday","Morning"
"2493","City","Trip Completed","11","Wednesday","Morning"
"1226","Airport","Trip Completed","11","Wednesday","Morning"
"2370","City","Trip Completed","11","Wednesday","Morning"
"2382","City","Trip Completed","11","Wednesday","Morning"
"2659","City","Trip Completed","11","Wednesday","Morning"
"2158","City","Trip Completed","11","Wednesday","Morning"
"796","City","Trip Completed","11","Wednesday","Morning"
"1761","City","Trip Completed","11","Wednesday","Morning"
"1136","City","Trip Completed","11","Wednesday","Morning"
"1749","City","Trip Completed","11","Wednesday","Morning"
"2020","City","Trip Completed","11","Wednesday","Morning"
"6598","Airport","No Cars Available","20","Friday","Night"
"2679","City","Trip Completed","20","Friday","Night"
"491","Airport","Trip Completed","20","Friday","Night"
"2705","City","Trip Completed","20","Friday","Night"
"2400","City","Trip Completed","20","Friday","Night"
"6642","Airport","No Cars Available","20","Friday","Night"
"6596","Airport","No Cars Available","20","Friday","Night"
"6641","Airport","No Cars Available","20","Friday","Night"
"2780","City","Trip Completed","20","Friday","Night"
"6597","Airport","No Cars Available","20","Friday","Night"
"6595","Airport","No Cars Available","20","Friday","Night"
"6599","Airport","No Cars Available","20","Friday","Night"
"2786","City","Trip Completed","20","Friday","Night"
"6640","City","No Cars Available","20","Friday","Night"
"6617","Airport","No Cars Available","20","Friday","Night"
"6616","Airport","No Cars Available","20","Friday","Night"
"6615","Airport","No Cars Available","20","Friday","Night"
"6618","Airport","No Cars Available","20","Friday","Night"
"6614","Airport","No Cars Available","20","Friday","Night"
"6613","Airport","No Cars Available","20","Friday","Night"
"2475","City","Trip Completed","20","Friday","Night"
"6627","Airport","No Cars Available","20","Friday","Night"
"6612","Airport","No Cars Available","20","Friday","Night"
"6611","Airport","No Cars Available","20","Friday","Night"
"6583","Airport","No Cars Available","20","Friday","Night"
"6610","Airport","No Cars Available","20","Friday","Night"
"2505","City","Trip Completed","20","Friday","Night"
"306","Airport","Trip Completed","20","Friday","Night"
"593","Airport","Trip Completed","20","Friday","Night"
"6621","Airport","No Cars Available","20","Friday","Night"
"6579","Airport","No Cars Available","20","Friday","Night"
"6622","Airport","No Cars Available","20","Friday","Night"
"6623","Airport","No Cars Available","20","Friday","Night"
"6624","Airport","No Cars Available","20","Friday","Night"
"6620","Airport","No Cars Available","20","Friday","Night"
"6625","Airport","No Cars Available","20","Friday","Night"
"6580","Airport","No Cars Available","20","Friday","Night"
"2518","City","Trip Completed","20","Friday","Night"
"6581","Airport","No Cars Available","20","Friday","Night"
"6619","Airport","No Cars Available","20","Friday","Night"
"6626","City","No Cars Available","20","Friday","Night"
"6582","Airport","No Cars Available","20","Friday","Night"
"6584","Airport","No Cars Available","20","Friday","Night"
"6585","Airport","No Cars Available","20","Friday","Night"
"2355","City","Trip Completed","20","Friday","Night"
"6602","Airport","No Cars Available","20","Friday","Night"
"6632","Airport","No Cars Available","20","Friday","Night"
"6601","Airport","No Cars Available","20","Friday","Night"
"6633","Airport","No Cars Available","20","Friday","Night"
"6591","Airport","No Cars Available","20","Friday","Night"
"6634","Airport","No Cars Available","20","Friday","Night"
"6635","Airport","No Cars Available","20","Friday","Night"
"6636","Airport","No Cars Available","20","Friday","Night"
"6637","Airport","No Cars Available","20","Friday","Night"
"6638","Airport","No Cars Available","20","Friday","Night"
"6592","City","No Cars Available","20","Friday","Night"
"6593","Airport","No Cars Available","20","Friday","Night"
"6639","Airport","No Cars Available","20","Friday","Night"
"6594","Airport","No Cars Available","20","Friday","Night"
"2662","City","Trip Completed","20","Friday","Night"
"6600","Airport","No Cars Available","20","Friday","Night"
"6603","Airport","No Cars Available","20","Friday","Night"
"6590","Airport","No Cars Available","20","Friday","Night"
"6631","Airport","No Cars Available","20","Friday","Night"
"396","Airport","Trip Completed","20","Friday","Night"
"6628","Airport","No Cars Available","20","Friday","Night"
"6609","Airport","No Cars Available","20","Friday","Night"
"6608","Airport","No Cars Available","20","Friday","Night"
"6607","Airport","No Cars Available","20","Friday","Night"
"3213","City","Cancelled","20","Friday","Night"
"6586","Airport","No Cars Available","20","Friday","Night"
"6606","Airport","No Cars Available","20","Friday","Night"
"6605","Airport","No Cars Available","20","Friday","Night"
"6587","Airport","No Cars Available","20","Friday","Night"
"2450","Airport","Trip Completed","20","Friday","Night"
"6629","Airport","No Cars Available","20","Friday","Night"
"6604","Airport","No Cars Available","20","Friday","Night"
"6588","Airport","No Cars Available","20","Friday","Night"
"6589","Airport","No Cars Available","20","Friday","Night"
"6630","Airport","No Cars Available","20","Friday","Night"
"1943","City","Trip Completed","20","Friday","Night"
"1364","Airport","Trip Completed","20","Friday","Night"
"3939","Airport","Cancelled","20","Friday","Night"
"198","City","Trip Completed","20","Friday","Night"
"1702","City","Trip Completed","20","Friday","Night"
"3948","Airport","Cancelled","20","Friday","Night"
"163","Airport","Trip Completed","20","Friday","Night"
"284","Airport","Trip Completed","20","Friday","Night"
"1143","City","Trip Completed","20","Friday","Night"
"996","City","Trip Completed","20","Friday","Night"
"153","Airport","Trip Completed","20","Friday","Night"
"1206","City","Trip Completed","20","Friday","Night"
"139","Airport","Trip Completed","20","Friday","Night"
"2220","City","Trip Completed","20","Friday","Night"
"2106","Airport","Trip Completed","20","Friday","Night"
"3581","City","Cancelled","20","Friday","Night"
"2116","Airport","Trip Completed","20","Friday","Night"
"676","City","Trip Completed","20","Friday","Night"
"3719","Airport","Cancelled","20","Friday","Night"
"861","City","Trip Completed","20","Friday","Night"
"871","City","Trip Completed","20","Friday","Night"
"879","City","Trip Completed","20","Friday","Night"
"788","City","Trip Completed","20","Friday","Night"
"811","City","Trip Completed","20","Friday","Night"
"751","City","Trip Completed","20","Friday","Night"
"3779","City","Cancelled","20","Friday","Night"
"6685","Airport","No Cars Available","21","Friday","Night"
"6683","Airport","No Cars Available","21","Friday","Night"
"6659","Airport","No Cars Available","21","Friday","Night"
"6684","Airport","No Cars Available","21","Friday","Night"
"6657","Airport","No Cars Available","21","Friday","Night"
"6682","Airport","No Cars Available","21","Friday","Night"
"6656","Airport","No Cars Available","21","Friday","Night"
"6686","Airport","No Cars Available","21","Friday","Night"
"6687","Airport","No Cars Available","21","Friday","Night"
"6655","Airport","No Cars Available","21","Friday","Night"
"6688","Airport","No Cars Available","21","Friday","Night"
"6689","Airport","No Cars Available","21","Friday","Night"
"6654","Airport","No Cars Available","21","Friday","Night"
"6658","Airport","No Cars Available","21","Friday","Night"
"6681","Airport","No Cars Available","21","Friday","Night"
"6679","Airport","No Cars Available","21","Friday","Night"
"6665","Airport","No Cars Available","21","Friday","Night"
"6672","Airport","No Cars Available","21","Friday","Night"
"6673","Airport","No Cars Available","21","Friday","Night"
"6662","City","No Cars Available","21","Friday","Night"
"6671","Airport","No Cars Available","21","Friday","Night"
"6663","Airport","No Cars Available","21","Friday","Night"
"6670","Airport","No Cars Available","21","Friday","Night"
"6661","Airport","No Cars Available","21","Friday","Night"
"6660","Airport","No Cars Available","21","Friday","Night"
"6669","City","No Cars Available","21","Friday","Night"
"6674","Airport","No Cars Available","21","Friday","Night"
"6668","Airport","No Cars Available","21","Friday","Night"
"6675","Airport","No Cars Available","21","Friday","Night"
"6676","Airport","No Cars Available","21","Friday","Night"
"6667","Airport","No Cars Available","21","Friday","Night"
"6677","City","No Cars Available","21","Friday","Night"
"6678","Airport","No Cars Available","21","Friday","Night"
"6680","Airport","No Cars Available","21","Friday","Night"
"6653","Airport","No Cars Available","21","Friday","Night"
"6666","Airport","No Cars Available","21","Friday","Night"
"6664","Airport","No Cars Available","21","Friday","Night"
"6651","Airport","No Cars Available","21","Friday","Night"
"276","City","Trip Completed","21","Friday","Night"
"6644","Airport","No Cars Available","21","Friday","Night"
"6645","Airport","No Cars Available","21","Friday","Night"
"6646","Airport","No Cars Available","21","Friday","Night"
"6647","Airport","No Cars Available","21","Friday","Night"
"6648","Airport","No Cars Available","21","Friday","Night"
"6649","Airport","No Cars Available","21","Friday","Night"
"6650","Airport","No Cars Available","21","Friday","Night"
"6643","Airport","No Cars Available","21","Friday","Night"
"6652","Airport","No Cars Available","21","Friday","Night"
"3528","Airport","Cancelled","21","Friday","Night"
"2256","Airport","Trip Completed","21","Friday","Night"
"2264","Airport","Trip Completed","21","Friday","Night"
"2292","City","Trip Completed","21","Friday","Night"
"2024","Airport","Trip Completed","21","Friday","Night"
"1894","Airport","Trip Completed","21","Friday","Night"
"1915","City","Trip Completed","21","Friday","Night"
"1964","Airport","Trip Completed","21","Friday","Night"
"1094","Airport","Trip Completed","21","Friday","Night"
"1571","City","Trip Completed","21","Friday","Night"
"1624","City","Trip Completed","21","Friday","Night"
"3913","Airport","Cancelled","21","Friday","Night"
